Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"DAXX","Death Domain Associated Protein","Protein Coding","Q9UER7","57","GC06M033318","0.494874358177185","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAXX"
"SCARNA5","Small Cajal Body-Specific RNA 5","RNA Gene","","28","GC02P233275","0.494874358177185","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA5"
"NIPBL","NIPBL Cohesin Loading Factor","Protein Coding","Q6KC79","55","GC05P036876","0.487762123346329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPBL"
"HBA2","Hemoglobin Subunit Alpha 2","Protein Coding","P69905","53","GC16P120096","0.46874538064003","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBA2"
"LOC106804612","Hemoglobin Subunit Alpha 2 Recombination Region","Functional Element","","10","GC16P123733","0.46874538064003","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106804612"
"CHEK2","Checkpoint Kinase 2","Protein Coding","O96017","67","GC22M028687","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK2"
"PRKCD","Protein Kinase C Delta","Protein Coding","Q05655","65","GC03P053156","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD"
"F2","Coagulation Factor II, Thrombin","Protein Coding","P00734","63","GC11P049059","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2"
"F5","Coagulation Factor V","Protein Coding","P12259","60","GC01M169511","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F5"
"GLI1","GLI Family Zinc Finger 1","Protein Coding","P08151","60","GC12P075481","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI1"
"POU5F1","POU Class 5 Homeobox 1","Protein Coding","Q01860","60","GC06M106430","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU5F1"
"RELB","RELB Proto-Oncogene, NF-KB Subunit","Protein Coding","Q01201","59","GC19P152702","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELB"
"MIR424","MicroRNA 424","RNA Gene","","27","GC0XM135398","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR424"
"MIR1246","MicroRNA 1246","RNA Gene","","22","GC02M176600","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1246"
"MIR1290","MicroRNA 1290","RNA Gene","","20","GC01M018897","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1290"
"LOC129937121","ATAC-STARR-Seq Lymphoblastoid Silent Region 14560","Functional Element","","4","GC03P098593","0.466572046279907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129937121"
"CFTR","CF Transmembrane Conductance Regulator","Protein Coding","P13569","66","GC07P117287","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFTR"
"EPHA2","EPH Receptor A2","Protein Coding","P29317","65","GC01M016124","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA2"
"HGF","Hepatocyte Growth Factor","Protein Coding","P14210","65","GC07M081699","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF"
"ADA","Adenosine Deaminase","Protein Coding","P00813","64","GC20M044620","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","P10415","64","GC18M063123","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"HSP90AA1","Heat Shock Protein 90 Alpha Family Class A Member 1","Protein Coding","P07900","64","GC14M102080","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA1"
"AGT","Angiotensinogen","Protein Coding","P01019","62","GC01M230690","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT"
"ATP1A1","ATPase Na+/K+ Transporting Subunit Alpha 1","Protein Coding","P05023","62","GC01P116372","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A1"
"B2M","Beta-2-Microglobulin","Protein Coding","P61769","62","GC15P044711","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M"
"FGA","Fibrinogen Alpha Chain","Protein Coding","P02671","62","GC04M154583","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGA"
"GSN","Gelsolin","Protein Coding","P06396","62","GC09P121201","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN"
"HSP90AB1","Heat Shock Protein 90 Alpha Family Class B Member 1","Protein Coding","P08238","62","GC06P044246","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AB1"
"MME","Membrane Metalloendopeptidase","Protein Coding","P08473","62","GC03P155024","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME"
"PHGDH","Phosphoglycerate Dehydrogenase","Protein Coding","O43175","62","GC01P119724","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHGDH"
"ATF6","Activating Transcription Factor 6","Protein Coding","P18850","61","GC01P161766","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6"
"DICER1","Dicer 1, Ribonuclease III","Protein Coding","Q9UPY3","61","GC14M095086","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1"
"HDAC8","Histone Deacetylase 8","Protein Coding","Q9BY41","61","GC0XM072329","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC8"
"HSPA5","Heat Shock Protein Family A (Hsp70) Member 5","Protein Coding","P11021","61","GC09M125234","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5"
"LRP2","LDL Receptor Related Protein 2","Protein Coding","P98164","61","GC02M169127","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP2"
"MFN2","Mitofusin 2","Protein Coding","O95140","61","GC01P011980","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFN2"
"TLR7","Toll Like Receptor 7","Protein Coding","Q9NYK1","61","GC0XP012867","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR7"
"CCR5","C-C Motif Chemokine Receptor 5","Protein Coding","P51681","60","GC03P064850","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"F9","Coagulation Factor IX","Protein Coding","P00740","60","GC0XP139530","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F9"
"GJB1","Gap Junction Protein Beta 1","Protein Coding","P08034","60","GC0XP071212","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB1"
"HSF1","Heat Shock Transcription Factor 1","Protein Coding","Q00613","60","GC08P144291","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSF1"
"SERPINH1","Serpin Family H Member 1","Protein Coding","P50454","60","GC11P075562","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINH1"
"SLC5A2","Solute Carrier Family 5 Member 2","Protein Coding","P31639","60","GC16P121110","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A2"
"SPTLC1","Serine Palmitoyltransferase Long Chain Base Subunit 1","Protein Coding","O15269","60","GC09M121881","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC1"
"VIPR1","Vasoactive Intestinal Peptide Receptor 1","Protein Coding","P32241","60","GC03P042490","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPR1"
"FAH","Fumarylacetoacetate Hydrolase","Protein Coding","P16930","59","GC15P080152","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAH"
"UNG","Uracil DNA Glycosylase","Protein Coding","P13051","59","GC12P109097","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNG"
"AGXT","Alanine--Glyoxylate Aminotransferase","Protein Coding","P21549","58","GC02P240868","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGXT"
"HBB","Hemoglobin Subunit Beta","Protein Coding","P68871","58","GC11M015235","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB"
"MYH14","Myosin Heavy Chain 14","Protein Coding","Q7Z406","58","GC19P152909","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH14"
"RAB11A","RAB11A, Member RAS Oncogene Family","Protein Coding","P62491","58","GC15P193373","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11A"
"RBP4","Retinol Binding Protein 4","Protein Coding","P02753","58","GC10M093591","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP4"
"BGN","Biglycan","Protein Coding","P21810","57","GC0XP153494","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BGN"
"DNAJB1","DnaJ Heat Shock Protein Family (Hsp40) Member B1","Protein Coding","P25685","57","GC19M108265","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1"
"DROSHA","Drosha Ribonuclease III","Protein Coding","Q9NRR4","57","GC05M031401","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DROSHA"
"GNS","Glucosamine (N-Acetyl)-6-Sulfatase","Protein Coding","P15586","57","GC12M064713","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNS"
"ITM2B","Integral Membrane Protein 2B","Protein Coding","Q9Y287","57","GC13P048233","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITM2B"
"LGALS3","Galectin 3","Protein Coding","P17931","57","GC14P055124","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS3"
"NPPA","Natriuretic Peptide A","Protein Coding","P01160","57","GC01M022465","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPA"
"PXDN","Peroxidasin","Protein Coding","Q92626","57","GC02M001635","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXDN"
"SERPINF2","Serpin Family F Member 2","Protein Coding","P08697","57","GC17P001742","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINF2"
"VTN","Vitronectin","Protein Coding","P04004","57","GC17M096696","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTN"
"CST3","Cystatin C","Protein Coding","P01034","56","GC20M024204","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST3"
"NFASC","Neurofascin","Protein Coding","O94856","56","GC01P204828","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFASC"
"PMP22","Peripheral Myelin Protein 22","Protein Coding","Q01453","56","GC17M015229","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMP22"
"PTPN13","Protein Tyrosine Phosphatase Non-Receptor Type 13","Protein Coding","Q12923","56","GC04P086594","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN13"
"ALAS1","5'-Aminolevulinate Synthase 1","Protein Coding","P13196","55","GC03P052198","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALAS1"
"APCS","Amyloid P Component, Serum","Protein Coding","P02743","55","GC01P159587","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APCS"
"DSC3","Desmocollin 3","Protein Coding","Q14574","55","GC18M038328","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC3"
"EPO","Erythropoietin","Protein Coding","P01588","55","GC07P100720","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"GDAP1","Ganglioside Induced Differentiation Associated Protein 1","Protein Coding","Q8TB36","55","GC08P074315","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDAP1"
"GPT","Glutamic--Pyruvic Transaminase","Protein Coding","P24298","55","GC08P144502","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT"
"HSPA4","Heat Shock Protein Family A (Hsp70) Member 4","Protein Coding","P34932","55","GC05P133132","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4"
"LPA","Lipoprotein(A)","Protein Coding","P08519","55","GC06M160531","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA"
"PLA2G10","Phospholipase A2 Group X","Protein Coding","O15496","55","GC16M014672","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G10"
"RNASEH1","Ribonuclease H1","Protein Coding","O60930","55","GC02M004854","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH1"
"RNMT","RNA Guanine-7 Methyltransferase","Protein Coding","O43148","55","GC18P025177","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNMT"
"GLS2","Glutaminase 2","Protein Coding","Q9UI32","54","GC12M056470","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLS2"
"HBG1","Hemoglobin Subunit Gamma 1","Protein Coding","P69891","54","GC11M015238","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBG1"
"IAPP","Islet Amyloid Polypeptide","Protein Coding","P10997","54","GC12P021354","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IAPP"
"PNPLA8","Patatin Like Domain 8, Phospholipase A2 ","Protein Coding","Q9NP80","54","GC07M108470","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA8"
"RBM8A","RNA Binding Motif Protein 8A","Protein Coding","Q9Y5S9","54","GC01M145921","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM8A"
"SERPINA7","Serpin Family A Member 7","Protein Coding","P05543","54","GC0XM106032","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7"
"SMN1","Survival Of Motor Neuron 1, Telomeric","Protein Coding","Q16637","54","GC05P070924","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1"
"ASGR1","Asialoglycoprotein Receptor 1","Protein Coding","P07306","53","GC17M007173","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASGR1"
"CBX5","Chromobox 5","Protein Coding","P45973","53","GC12M054230","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX5"
"MC3R","Melanocortin 3 Receptor","Protein Coding","P41968","53","GC20P056248","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC3R"
"SLCO1C1","Solute Carrier Organic Anion Transporter Family Member 1C1","Protein Coding","Q9NYB5","53","GC12P020695","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1C1"
"ARFGEF1","ARF Guanine Nucleotide Exchange Factor 1","Protein Coding","Q9Y6D6","52","GC08M067173","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFGEF1"
"ERF","ETS2 Repressor Factor","Protein Coding","P50548","52","GC19M042247","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERF"
"HAO1","Hydroxyacid Oxidase 1","Protein Coding","Q9UJM8","52","GC20M010710","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAO1"
"IFT81","Intraflagellar Transport 81","Protein Coding","Q8WYA0","52","GC12P110124","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT81"
"LRSAM1","Leucine Rich Repeat And Sterile Alpha Motif Containing 1","Protein Coding","Q6UWE0","52","GC09P127451","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRSAM1"
"XPO5","Exportin 5","Protein Coding","Q9HAV4","52","GC06M043522","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO5"
"DNAJB11","DnaJ Heat Shock Protein Family (Hsp40) Member B11","Protein Coding","Q9UBS4","51","GC03P186567","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB11"
"MPZL1","Myelin Protein Zero Like 1","Protein Coding","O95297","51","GC01P167721","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPZL1"
"SAA4","Serum Amyloid A4, Constitutive","Protein Coding","P35542","51","GC11M018234","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA4"
"SLC52A2","Solute Carrier Family 52 Member 2","Protein Coding","Q9HAB3","51","GC08P144333","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC52A2"
"SMN2","Survival Of Motor Neuron 2, Centromeric","Protein Coding","Q16637","51","GC05P070049","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN2"
"CCDC6","Coiled-Coil Domain Containing 6","Protein Coding","Q16204","50","GC10M059788","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC6"
"COG7","Component Of Oligomeric Golgi Complex 7","Protein Coding","P83436","50","GC16M023388","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG7"
"MMEL1","Membrane Metalloendopeptidase Like 1","Protein Coding","Q495T6","50","GC01M002590","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMEL1"
"MYOM2","Myomesin 2","Protein Coding","P54296","50","GC08P002045","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOM2"
"PKN3","Protein Kinase N3","Protein Coding","Q6P5Z2","50","GC09P128702","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN3"
"SCIN","Scinderin","Protein Coding","Q9Y6U3","50","GC07P012570","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCIN"
"STAB2","Stabilin 2","Protein Coding","Q8WWQ8","50","GC12P103587","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB2"
"TMPRSS5","Transmembrane Serine Protease 5","Protein Coding","Q9H3S3","50","GC11M113687","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS5"
"CENPB","Centromere Protein B","Protein Coding","P07199","49","GC20M003783","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPB"
"PIWIL4","Piwi Like RNA-Mediated Gene Silencing 4","Protein Coding","Q7Z3Z4","49","GC11P094543","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIWIL4"
"KMT5C","Lysine Methyltransferase 5C","Protein Coding","Q86Y97","48","GC19P153131","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT5C"
"LECT2","Leukocyte Cell Derived Chemotaxin 2","Protein Coding","O14960","48","GC05M135922","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LECT2"
"MFSD8","Major Facilitator Superfamily Domain Containing 8","Protein Coding","Q8NHS3","48","GC04M127917","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD8"
"SAA2","Serum Amyloid A2","Protein Coding","P0DJI9","48","GC11M018238","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA2"
"TMEM11","Transmembrane Protein 11","Protein Coding","P17152","48","GC17M021197","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM11"
"AHDC1","AT-Hook DNA Binding Motif Containing 1","Protein Coding","Q5TGY3","47","GC01M027534","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHDC1"
"EFS","Embryonal Fyn-Associated Substrate","Protein Coding","O43281","47","GC14M023356","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFS"
"PNPLA1","Patatin Like Domain 1, Omega-Hydroxyceramide Transacylase ","Protein Coding","Q8N8W4","47","GC06P182015","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA1"
"TPTE","Transmembrane Phosphatase With Tensin Homology","Protein Coding","P56180","47","GC21P010521","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPTE"
"PPP1R12C","Protein Phosphatase 1 Regulatory Subunit 12C","Protein Coding","Q9BZL4","45","GC19M109289","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12C"
"PXDNL","Peroxidasin Like","Protein Coding","A1KZ92","45","GC08M051319","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXDNL"
"MTCL3","MTCL Family Member 3","Protein Coding","Q5TF21","42","GC06M127472","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCL3"
"AP5S1","Adaptor Related Protein Complex 5 Subunit Sigma 1","Protein Coding","Q9NUS5","41","GC20P010985","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP5S1"
"NPW","Neuropeptide W","Protein Coding","Q8N729","40","GC16P120167","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPW"
"ABITRAM","Actin Binding Transcription Modulator","Protein Coding","Q9NX38","38","GC09P108954","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABITRAM"
"DEFB103A","Defensin Beta 103A","Protein Coding","P81534","37","GC08P007881","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB103A"
"QRFP","Pyroglutamylated RFamide Peptide","Protein Coding","P83859","37","GC09M130892","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QRFP"
"MALAT1","Metastasis Associated Lung Adenocarcinoma Transcript 1","RNA Gene","","33","GC11P107814","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1"
"MIR27A","MicroRNA 27a","RNA Gene","","32","GC19M108247","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A"
"MIR122","MicroRNA 122","RNA Gene","","30","GC18P058451","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR122"
"MIR155","MicroRNA 155","RNA Gene","","30","GC21P025573","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155"
"SAA2-SAA4","SAA2-SAA4 Readthrough","Protein Coding","","25","GC11M018233","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA2-SAA4"
"MT-TR","Mitochondrially Encoded TRNA-Arg (CGN)","RNA Gene","","20","GCMTP010407","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TR"
"ADNP-AS1","ADNP Antisense RNA 1","RNA Gene","","19","GC20P054426","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADNP-AS1"
"MRX14","Mental Retardation, X-Linked 14","Genetic Locus","","4","GC0XU990120","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX14"
"MRX20","Mental Retardation, X-Linked 20","Genetic Locus","","4","GC0XU990126","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX20"
"MRX23","Mental Retardation, X-Linked 23","Genetic Locus","","4","GC0XU990129","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX23"
"MRX42","Mental Retardation, X-Linked 42","Genetic Locus","","4","GC0XU900491","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX42"
"MRX53","Mental Retardation, X-Linked 53","Genetic Locus","","4","GC0XU990153","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX53"
"MRX73","Mental Retardation, X-Linked 73","Genetic Locus","","4","GC0XU990286","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX73"
"MRX77","Mental Retardation, X-Linked 77","Genetic Locus","","4","GC0XU900513","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX77"
"MRX81","Mental Retardation, X-Linked 81","Genetic Locus","","4","GC0XU900489","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX81"
"MRX82","Mental Retardation, X-Linked 82","Genetic Locus","","4","GC0XU900567","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX82"
"MRX84","Mental Retardation, X-Linked 84","Genetic Locus","","4","GC0XU900520","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX84"
"MRX88","Mental Retardation, X-Linked 88","Genetic Locus","","2","GC0XU902140","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX88"
"MRX92","Mental Retardation, X-Linked 92","Genetic Locus","","2","GC0XU901984","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX92"
"MRX95","Mental Retardation, X-Linked 95","Genetic Locus","","2","GC0XU901986","0.465645283460617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRX95"
"AHR","Aryl Hydrocarbon Receptor","Protein Coding","P35869","61","GC07P016916","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHR"
"PRKCI","Protein Kinase C Iota","Protein Coding","P41743","60","GC03P170222","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCI"
"VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","P49767","60","GC04M176683","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"NEDD4L","NEDD4 Like E3 Ubiquitin Protein Ligase","Protein Coding","Q96PU5","58","GC18P058044","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4L"
"TNFSF10","TNF Superfamily Member 10","Protein Coding","P50591","58","GC03M172505","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF10"
"WDR5","WD Repeat Domain 5","Protein Coding","P61964","57","GC09P134135","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR5"
"EPHB6","EPH Receptor B6","Protein Coding","O15197","55","GC07P165857","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB6"
"KDM4C","Lysine Demethylase 4C","Protein Coding","Q9H3R0","55","GC09P006720","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4C"
"SOD3","Superoxide Dismutase 3","Protein Coding","P08294","55","GC04P030197","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3"
"SOX4","SRY-Box Transcription Factor 4","Protein Coding","Q06945","55","GC06P021593","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX4"
"FIS1","Fission, Mitochondrial 1","Protein Coding","Q9Y3D6","51","GC07M101239","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIS1"
"FOXD3","Forkhead Box D3","Protein Coding","Q9UJU5","51","GC01P078762","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXD3"
"PBX3","PBX Homeobox 3","Protein Coding","P40426","49","GC09P125747","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBX3"
"MIR200B","MicroRNA 200b","RNA Gene","","30","GC01P001167","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200B"
"MIR222","MicroRNA 222","RNA Gene","","29","GC0XM045747","0.436438173055649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR222"
"ERBB3","Erb-B2 Receptor Tyrosine Kinase 3","Protein Coding","P21860","67","GC12P075412","0.423054456710815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB3"
"ERBB4","Erb-B2 Receptor Tyrosine Kinase 4","Protein Coding","Q15303","67","GC02M211375","0.423054456710815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4"
