Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PPP2R3A","Protein Phosphatase 2 Regulatory Subunit B''Alpha","Protein Coding","Q06190","48","GC03P135965","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R3A"
"PSRC1","Proline And Serine Rich Coiled-Coil 1","Protein Coding","Q6PGN9","48","GC01M109279","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSRC1"
"QRICH1","Glutamine Rich 1","Protein Coding","Q2TAL8","48","GC03M054744","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QRICH1"
"RAB3IL1","RAB3A Interacting Protein Like 1","Protein Coding","Q8TBN0","48","GC11M061897","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3IL1"
"RANBP17","RAN Binding Protein 17","Protein Coding","Q9H2T7","48","GC05P170861","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP17"
"RBM6","RNA Binding Motif Protein 6","Protein Coding","P78332","48","GC03P049940","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM6"
"RGL2","Ral Guanine Nucleotide Dissociation Stimulator Like 2","Protein Coding","O15211","48","GC06M033291","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGL2"
"SIPA1L2","Signal Induced Proliferation Associated 1 Like 2","Protein Coding","Q9P2F8","48","GC01M232397","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L2"
"SLC5A11","Solute Carrier Family 5 Member 11","Protein Coding","Q8WWX8","48","GC16P120756","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A11"
"SOX7","SRY-Box Transcription Factor 7","Protein Coding","Q9BT81","48","GC08M010723","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX7"
"SPA17","Sperm Autoantigenic Protein 17","Protein Coding","Q15506","48","GC11P124673","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPA17"
"SYT14","Synaptotagmin 14","Protein Coding","Q8NB59","48","GC01P209900","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT14"
"TAX1BP3","Tax1 Binding Protein 3","Protein Coding","O14907","48","GC17M096018","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAX1BP3"
"TDRKH","Tudor And KH Domain Containing","Protein Coding","Q9Y2W6","48","GC01M167313","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRKH"
"UNC79","Unc-79 Homolog, NALCN Channel Complex Subunit","Protein Coding","Q9P2D8","48","GC14P093333","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC79"
"ZBTB7B","Zinc Finger And BTB Domain Containing 7B","Protein Coding","O15156","48","GC01P176735","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB7B"
"ACTL7A","Actin Like 7A","Protein Coding","Q9Y615","47","GC09P108862","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTL7A"
"AMIGO1","Adhesion Molecule With Ig Like Domain 1","Protein Coding","Q86WK6","47","GC01M109504","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMIGO1"
"ANO4","Anoctamin 4","Protein Coding","Q32M45","47","GC12P100717","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO4"
"ARHGAP18","Rho GTPase Activating Protein 18","Protein Coding","Q8N392","47","GC06M129576","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP18"
"ASZ1","Ankyrin Repeat, SAM And Basic Leucine Zipper Domain Containing 1","Protein Coding","Q8WWH4","47","GC07M117363","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASZ1"
"BNC1","Basonuclin Zinc Finger Protein 1","Protein Coding","Q01954","47","GC15M083255","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC1"
"BRINP1","BMP/Retinoic Acid Inducible Neural Specific 1","Protein Coding","O60477","47","GC09M119153","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRINP1"
"BRPF3","Bromodomain And PHD Finger Containing 3","Protein Coding","Q9ULD4","47","GC06P182014","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRPF3"
"BTBD1","BTB Domain Containing 1","Protein Coding","Q9H0C5","47","GC15M163011","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD1"
"BTN3A2","Butyrophilin Subfamily 3 Member A2","Protein Coding","P78410","47","GC06P026365","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTN3A2"
"CBFA2T2","CBFA2/RUNX1 Partner Transcriptional Co-Repressor 2","Protein Coding","O43439","47","GC20P033490","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBFA2T2"
"CCNT2","Cyclin T2","Protein Coding","O60583","47","GC02P134918","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNT2"
"CEMIP2","Cell Migration Inducing Hyaluronidase 2","Protein Coding","Q9UHN6","47","GC09M072045","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEMIP2"
"CHFR","Checkpoint With Forkhead And Ring Finger Domains","Protein Coding","Q96EP1","47","GC12M132822","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHFR"
"COL19A1","Collagen Type XIX Alpha 1 Chain","Protein Coding","Q14993","47","GC06P069866","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL19A1"
"CTDSP2","CTD Small Phosphatase 2","Protein Coding","O14595","47","GC12M057819","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDSP2"
"CTTNBP2","Cortactin Binding Protein 2","Protein Coding","Q8WZ74","47","GC07M117710","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTNBP2"
"DENND5B","DENN Domain Containing 5B","Protein Coding","Q6ZUT9","47","GC12M036076","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND5B"
"DGKI","Diacylglycerol Kinase Iota","Protein Coding","O75912","47","GC07M137381","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKI"
"DYNC1LI1","Dynein Cytoplasmic 1 Light Intermediate Chain 1","Protein Coding","Q9Y6G9","47","GC03M032543","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC1LI1"
"GIGYF1","GRB10 Interacting GYF Protein 1","Protein Coding","O75420","47","GC07M100679","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIGYF1"
"GLCCI1","Glucocorticoid Induced 1","Protein Coding","Q86VQ1","47","GC07P019110","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLCCI1"
"GON4L","Gon-4 Like","Protein Coding","Q3T8J9","47","GC01M167474","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GON4L"
"HEXIM1","HEXIM P-TEFb Complex Subunit 1","Protein Coding","O94992","47","GC17P154925","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEXIM1"
"HLA-DOA","Major Histocompatibility Complex, Class II, DO Alpha","Protein Coding","P06340","47","GC06M033004","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DOA"
"HSPA12A","Heat Shock Protein Family A (Hsp70) Member 12A","Protein Coding","O43301","47","GC10M116671","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA12A"
"IGSF11","Immunoglobulin Superfamily Member 11","Protein Coding","Q5DX21","47","GC03M118900","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGSF11"
"IP6K1","Inositol Hexakisphosphate Kinase 1","Protein Coding","Q92551","47","GC03M054776","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K1"
"KCNG3","Potassium Voltage-Gated Channel Modifier Subfamily G Member 3","Protein Coding","Q8TAE7","47","GC02M042389","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNG3"
"KLHDC8B","Kelch Domain Containing 8B","Protein Coding","Q8IXV7","47","GC03P049171","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHDC8B"
"LCORL","Ligand Dependent Nuclear Receptor Corepressor Like","Protein Coding","Q8N3X6","47","GC04M017844","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCORL"
"LINGO2","Leucine Rich Repeat And Ig Domain Containing 2","Protein Coding","Q7L985","47","GC09M030162","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINGO2"
"MACROD2","Mono-ADP Ribosylhydrolase 2","Protein Coding","A1Z1Q3","47","GC20P013995","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MACROD2"
"MDFIC","MyoD Family Inhibitor Domain Containing","Protein Coding","Q9P1T7","47","GC07P114922","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDFIC"
"MDGA2","MAM Domain Containing Glycosylphosphatidylinositol Anchor 2","Protein Coding","Q7Z553","47","GC14M046839","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDGA2"
"MNT","MAX Network Transcriptional Repressor","Protein Coding","Q99583","47","GC17M002384","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNT"
"MOB4","MOB Family Member 4, Phocein","Protein Coding","Q9Y3A3","47","GC02P197515","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOB4"
"MYO5C","Myosin VC","Protein Coding","Q9NQX4","47","GC15M164124","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO5C"
"NMUR2","Neuromedin U Receptor 2","Protein Coding","Q9GZQ4","47","GC05M152391","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMUR2"
"NUCKS1","Nuclear Casein Kinase And Cyclin Dependent Kinase Substrate 1","Protein Coding","Q9H1E3","47","GC01M205712","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUCKS1"
"NUDT12","Nudix Hydrolase 12","Protein Coding","Q9BQG2","47","GC05M103548","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT12"
"NXPH4","Neurexophilin 4","Protein Coding","O95158","47","GC12P075477","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXPH4"
"OTUD7B","OTU Deubiquitinase 7B","Protein Coding","Q6GQQ9","47","GC01M149937","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD7B"
"PHF5A","PHD Finger Protein 5A","Protein Coding","Q7RTV0","47","GC22M041459","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF5A"
"PLAGL2","PLAG1 Like Zinc Finger 2","Protein Coding","Q9UPG8","47","GC20M032192","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAGL2"
"PLCL2","Phospholipase C Like 2","Protein Coding","Q9UPR0","47","GC03P027180","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCL2"
"PLEKHA5","Pleckstrin Homology Domain Containing A5","Protein Coding","Q9HAU0","47","GC12P019129","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA5"
"PYGO2","Pygopus Family PHD Finger 2","Protein Coding","Q9BRQ0","47","GC01M154957","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGO2"
"RBM19","RNA Binding Motif Protein 19","Protein Coding","Q9Y4C8","47","GC12M113816","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM19"
"RBM25","RNA Binding Motif Protein 25","Protein Coding","P49756","47","GC14P073058","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM25"
"REEP3","Receptor Accessory Protein 3","Protein Coding","Q6NUK4","47","GC10P063521","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP3"
"RHEBL1","RHEB Like 1","Protein Coding","Q8TAI7","47","GC12M049064","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHEBL1"
"RSPH3","Radial Spoke Head 3","Protein Coding","Q86UC2","47","GC06M158962","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPH3"
"SCAF4","SR-Related CTD Associated Factor 4","Protein Coding","O95104","47","GC21M031671","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAF4"
"SEPTIN3","Septin 3","Protein Coding","Q9UH03","47","GC22P092291","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN3"
"SFXN2","Sideroflexin 2","Protein Coding","Q96NB2","47","GC10P102714","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN2"
"SGSM2","Small G Protein Signaling Modulator 2","Protein Coding","O43147","47","GC17P002337","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGSM2"
"SNRK","SNF Related Kinase","Protein Coding","Q9NRH2","47","GC03P044246","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRK"
"SOX14","SRY-Box Transcription Factor 14","Protein Coding","O95416","47","GC03P137764","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX14"
"SRXN1","Sulfiredoxin 1","Protein Coding","Q9BYN0","47","GC20M000714","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRXN1"
"STARD4","StAR Related Lipid Transfer Domain Containing 4","Protein Coding","Q96DR4","47","GC05M111496","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD4"
"TAF5","TATA-Box Binding Protein Associated Factor 5","Protein Coding","Q15542","47","GC10P124584","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF5"
"TINAGL1","Tubulointerstitial Nephritis Antigen Like 1","Protein Coding","Q9GZM7","47","GC01P031576","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TINAGL1"
"TTL","Tubulin Tyrosine Ligase","Protein Coding","Q8NG68","47","GC02P154099","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTL"
"ZCCHC7","Zinc Finger CCHC-Type Containing 7","Protein Coding","Q8N3Z6","47","GC09P037120","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC7"
"ZFYVE1","Zinc Finger FYVE-Type Containing 1","Protein Coding","Q9HBF4","47","GC14M072969","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE1"
"ZNF521","Zinc Finger Protein 521","Protein Coding","Q96K83","47","GC18M025061","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF521"
"ZNFX1","Zinc Finger NFX1-Type Containing 1","Protein Coding","Q9P2E3","47","GC20M049972","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNFX1"
"ARMC12","Armadillo Repeat Containing 12","Protein Coding","Q5T9G4","46","GC06P182009","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC12"
"ARMC2","Armadillo Repeat Containing 2","Protein Coding","Q8NEN0","46","GC06P108848","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC2"
"B3GNT7","UDP-GlcNAc:BetaGal Beta-1,3-N-Acetylglucosaminyltransferase 7","Protein Coding","Q8NFL0","46","GC02P231395","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GNT7"
"BAALC","BAALC Binder Of MAP3K1 And KLF4","Protein Coding","Q8WXS3","46","GC08P103336","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAALC"
"BHLHE22","Basic Helix-Loop-Helix Family Member E22","Protein Coding","Q8NFJ8","46","GC08P064580","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE22"
"BLOC1S2","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 2","Protein Coding","Q6QNY1","46","GC10M100273","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S2"
"BOD1","Biorientation Of Chromosomes In Cell Division 1","Protein Coding","Q96IK1","46","GC05M173607","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOD1"
"CCL16","C-C Motif Chemokine Ligand 16","Protein Coding","O15467","46","GC17M035976","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL16"
"CDK5RAP1","CDK5RAP1 Mitochondrial TRNA Methylthiotransferase","Protein Coding","Q96SZ6","46","GC20M033358","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP1"
"COL16A1","Collagen Type XVI Alpha 1 Chain","Protein Coding","Q07092","46","GC01M034939","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL16A1"
"CPNE4","Copine 4","Protein Coding","Q96A23","46","GC03M131533","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE4"
"CPXM2","Carboxypeptidase X, M14 Family Member 2","Protein Coding","Q8N436","46","GC10M123710","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPXM2"
"FBXW4","F-Box And WD Repeat Domain Containing 4","Protein Coding","P57775","46","GC10M101610","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW4"
"GALNT5","Polypeptide N-Acetylgalactosaminyltransferase 5","Protein Coding","Q7Z7M9","46","GC02P157259","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT5"
"GPR26","G Protein-Coupled Receptor 26","Protein Coding","Q8NDV2","46","GC10P123666","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR26"
"IL20RB","Interleukin 20 Receptor Subunit Beta","Protein Coding","Q6UXL0","46","GC03P136946","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL20RB"
"LRCH4","Leucine Rich Repeats And Calponin Homology Domain Containing 4","Protein Coding","O75427","46","GC07M100574","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRCH4"
"METTL13","Methyltransferase 13, EEF1A N-Terminus And K55","Protein Coding","Q8N6R0","46","GC01P171781","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL13"
"MPHOSPH9","M-Phase Phosphoprotein 9","Protein Coding","Q99550","46","GC12M124725","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH9"
"MRM1","Mitochondrial RRNA Methyltransferase 1","Protein Coding","Q6IN84","46","GC17P154585","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRM1"
"OSBPL3","Oxysterol Binding Protein Like 3","Protein Coding","Q9H4L5","46","GC07M024836","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL3"
"PHC2","Polyhomeotic Homolog 2","Protein Coding","Q8IXK0","46","GC01M035692","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHC2"
"PINX1","PIN2 (TERF1) Interacting Telomerase Inhibitor 1","Protein Coding","Q96BK5","46","GC08M010827","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINX1"
"PPM1E","Protein Phosphatase, Mg2+/Mn2+ Dependent 1E","Protein Coding","Q8WY54","46","GC17P155241","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1E"
"PTCD1","Pentatricopeptide Repeat Domain 1","Protein Coding","O75127","46","GC07M106680","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCD1"
"SEZ6","Seizure Related 6 Homolog","Protein Coding","Q53EL9","46","GC17M028954","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEZ6"
"SLC22A23","Solute Carrier Family 22 Member 23","Protein Coding","A1A5C7","46","GC06M004176","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A23"
"TENM2","Teneurin Transmembrane Protein 2","Protein Coding","Q9NT68","46","GC05P166979","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM2"
"TM9SF4","Transmembrane 9 Superfamily Member 4","Protein Coding","Q92544","46","GC20P032109","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF4"
"TMCO5A","Transmembrane And Coiled-Coil Domains 5A","Protein Coding","Q8N6Q1","46","GC15P037921","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMCO5A"
"TMEM163","Transmembrane Protein 163","Protein Coding","Q8TC26","46","GC02M134455","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM163"
"TMEM18","Transmembrane Protein 18","Protein Coding","Q96B42","46","GC02M000660","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM18"
"TRUB1","TruB Pseudouridine Synthase Family Member 1","Protein Coding","Q8WWH5","46","GC10P114938","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRUB1"
"ZSCAN2","Zinc Finger And SCAN Domain Containing 2","Protein Coding","Q7Z7L9","46","GC15P084600","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSCAN2"
"ABT1","Activator Of Basal Transcription 1","Protein Coding","Q9ULW3","45","GC06P181726","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABT1"
"ADCK5","AarF Domain Containing Kinase 5","Protein Coding","Q3MIX3","45","GC08P148718","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCK5"
"AKTIP","AKT Interacting Protein","Protein Coding","Q9H8T0","45","GC16M053818","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKTIP"
"ANAPC4","Anaphase Promoting Complex Subunit 4","Protein Coding","Q9UJX5","45","GC04P030220","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC4"
"ASCC2","Activating Signal Cointegrator 1 Complex Subunit 2","Protein Coding","Q9H1I8","45","GC22M029788","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC2"
"ATP6V0B","ATPase H+ Transporting V0 Subunit B","Protein Coding","Q99437","45","GC01P043974","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0B"
"ATXN7L1","Ataxin 7 Like 1","Protein Coding","Q9ULK2","45","GC07M105604","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN7L1"
"ATXN7L2","Ataxin 7 Like 2","Protein Coding","Q5T6C5","45","GC01P109483","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN7L2"
"BCDIN3D","BCDIN3 Domain Containing RNA Methyltransferase","Protein Coding","Q7Z5W3","45","GC12M052334","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCDIN3D"
"CBX8","Chromobox 8","Protein Coding","Q9HC52","45","GC17M098162","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX8"
"DENND1B","DENN Domain Containing 1B","Protein Coding","Q6P3S1","45","GC01M197473","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND1B"
"DOK3","Docking Protein 3","Protein Coding","Q7L591","45","GC05M177501","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK3"
"EI24","EI24 Autophagy Associated Transmembrane Protein","Protein Coding","O14681","45","GC11P125985","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EI24"
"FCAMR","Fc Alpha And Mu Receptor","Protein Coding","Q8WWV6","45","GC01M206957","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCAMR"
"HELZ","Helicase With Zinc Finger","Protein Coding","P42694","45","GC17M067070","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HELZ"
"HPCAL4","Hippocalcin Like 4","Protein Coding","Q9UM19","45","GC01M039678","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPCAL4"
"HS6ST3","Heparan Sulfate 6-O-Sulfotransferase 3","Protein Coding","Q8IZP7","45","GC13P096090","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS6ST3"
"HYAL3","Hyaluronidase 3","Protein Coding","O43820","45","GC03M054820","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYAL3"
"IGSF9B","Immunoglobulin Superfamily Member 9B","Protein Coding","Q9UPX0","45","GC11M140889","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGSF9B"
"KCNG2","Potassium Voltage-Gated Channel Modifier Subfamily G Member 2","Protein Coding","Q9UJ96","45","GC18P079797","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNG2"
"LRGUK","Leucine Rich Repeats And Guanylate Kinase Domain Containing","Protein Coding","Q96M69","45","GC07P165564","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRGUK"
"LYZL1","Lysozyme Like 1","Protein Coding","Q6UWQ5","45","GC10P029297","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYZL1"
"MBIP","MAP3K12 Binding Inhibitory Protein 1","Protein Coding","Q9NS73","45","GC14M036298","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBIP"
"MINDY1","MINDY Lysine 48 Deubiquitinase 1","Protein Coding","Q8N5J2","45","GC01M167285","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINDY1"
"MON1A","MON1 Homolog A, Secretory Trafficking Associated","Protein Coding","Q86VX9","45","GC03M054797","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MON1A"
"MORC1","MORC Family CW-Type Zinc Finger 1","Protein Coding","Q86VD1","45","GC03M108957","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORC1"
"MRPL33","Mitochondrial Ribosomal Protein L33","Protein Coding","O75394","45","GC02P029756","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL33"
"MTFR1","Mitochondrial Fission Regulator 1","Protein Coding","Q15390","45","GC08P065643","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTFR1"
"MYBBP1A","MYB Binding Protein 1a","Protein Coding","Q9BQG0","45","GC17M004538","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBBP1A"
"MYO19","Myosin XIX","Protein Coding","Q96H55","45","GC17M036495","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO19"
"NAA80","N-Alpha-Acetyltransferase 80, NatH Catalytic Subunit","Protein Coding","Q93015","45","GC03M054821","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAA80"
"NFAM1","NFAT Activating Protein With ITAM Motif 1","Protein Coding","Q8NET5","45","GC22M042380","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFAM1"
"NKX2-8","NK2 Homeobox 8","Protein Coding","O15522","45","GC14M036580","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-8"
"PAN2","Poly(A) Specific Ribonuclease Subunit PAN2","Protein Coding","Q504Q3","45","GC12M056316","1.62736713886261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAN2"
